
Event 0
                      e+ [-11] (status=1) pt=0.08, eta=-3.02, phi=-3.05, mass=0.00
  d [1] (status=23) pt=47.12, eta=-3.40, phi=-0.63, mass=0.00
    d [1] (status=71) pt=56.62, eta=-3.42, phi=-0.74, mass=0.00
    pi0 [111] (status=2) pt=16.12, eta=-3.41, phi=-0.76, mass=0.00
      gamma [22] (status=1) pt=14.44, eta=-3.41, phi=-0.76, mass=0.00

Event 174
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=34.62, phi=2.36, mass=125.00
    H0 [25] (status=44) pt=28.94, eta=-0.22, phi=2.23, mass=125.00
      H0 [25] (status=44) pt=43.88, eta=0.11, phi=2.31, mass=125.00
        H0 [25] (status=44) pt=47.38, eta=0.15, phi=2.67, mass=125.00
          H0 [25] (status=44) pt=48.25, eta=0.15, phi=2.67, mass=125.00
            H0 [25] (status=62) pt=47.25, eta=0.17, phi=2.66, mass=125.00
              35 [35] (status=22) pt=12.62, eta=-0.73, phi=2.85, mass=60.00
                gamma [22] (status=1) pt=7.81, eta=-2.15, phi=1.07, mass=0.00
                gamma [22] (status=1) pt=16.19, eta=1.15, phi=-2.94, mass=0.00
              35 [35] (status=22) pt=34.88, eta=0.50, phi=2.59, mass=60.00
                b [5] (status=23) pt=14.91, eta=1.28, phi=-1.82, mass=0.00
                  b [5] (status=73) pt=20.31, eta=-0.13, phi=2.91, mass=0.00
                    b [5] (status=71) pt=20.31, eta=-0.13, phi=2.91, mass=0.00
                  B*- [-523] (status=2) pt=19.12, eta=-0.13, phi=2.91, mass=5.33
                    B- [-521] (status=2) pt=19.06, eta=-0.13, phi=2.91, mass=5.28
                      D0 [421] (status=2) pt=15.22, eta=-0.25, phi=2.91, mass=0.00
                  B*+ [523] (status=2) pt=15.97, eta=-0.01, phi=2.23, mass=5.33
                    B+ [521] (status=2) pt=15.81, eta=-0.01, phi=2.23, mass=5.28
                      D*(2007)~0 [-423] (status=2) pt=7.11, eta=0.01, phi=2.10, mass=2.01
                        D~0 [-421] (status=2) pt=6.45, eta=0.02, phi=2.09, mass=0.00
                b~ [-5] (status=23) pt=41.62, eta=-0.16, phi=2.25, mass=0.00
                  b~ [-5] (status=71) pt=16.69, eta=0.05, phi=2.18, mass=0.00

Event 174
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=34.62, phi=2.36, mass=125.00
    H0 [25] (status=44) pt=28.94, eta=-0.22, phi=2.23, mass=125.00
      H0 [25] (status=44) pt=43.88, eta=0.11, phi=2.31, mass=125.00
        H0 [25] (status=44) pt=47.38, eta=0.15, phi=2.67, mass=125.00
          H0 [25] (status=44) pt=48.25, eta=0.15, phi=2.67, mass=125.00
            H0 [25] (status=62) pt=47.25, eta=0.17, phi=2.66, mass=125.00
              35 [35] (status=22) pt=12.62, eta=-0.73, phi=2.85, mass=60.00
                gamma [22] (status=1) pt=7.81, eta=-2.15, phi=1.07, mass=0.00
                gamma [22] (status=1) pt=16.19, eta=1.15, phi=-2.94, mass=0.00
              35 [35] (status=22) pt=34.88, eta=0.50, phi=2.59, mass=60.00
                b [5] (status=23) pt=14.91, eta=1.28, phi=-1.82, mass=0.00
                  b [5] (status=73) pt=20.31, eta=-0.13, phi=2.91, mass=0.00
                    b [5] (status=71) pt=20.31, eta=-0.13, phi=2.91, mass=0.00
                  B*- [-523] (status=2) pt=19.12, eta=-0.13, phi=2.91, mass=5.33
                    B- [-521] (status=2) pt=19.06, eta=-0.13, phi=2.91, mass=5.28
                      D0 [421] (status=2) pt=15.22, eta=-0.25, phi=2.91, mass=0.00
                  B*+ [523] (status=2) pt=15.97, eta=-0.01, phi=2.23, mass=5.33
                    B+ [521] (status=2) pt=15.81, eta=-0.01, phi=2.23, mass=5.28
                      D*(2007)~0 [-423] (status=2) pt=7.11, eta=0.01, phi=2.10, mass=2.01
                        D~0 [-421] (status=2) pt=6.45, eta=0.02, phi=2.09, mass=0.00
                b~ [-5] (status=23) pt=41.62, eta=-0.16, phi=2.25, mass=0.00
                  b~ [-5] (status=71) pt=16.69, eta=0.05, phi=2.18, mass=0.00

Event 175
g [21] (status=21) pt=0.00, eta=23296.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=23296.00, phi=0.00, mass=125.00
    H0 [25] (status=44) pt=37.88, eta=3.29, phi=2.45, mass=125.00
      H0 [25] (status=44) pt=25.25, eta=3.70, phi=2.37, mass=125.00
        H0 [25] (status=44) pt=25.12, eta=3.71, phi=2.43, mass=125.00
          H0 [25] (status=44) pt=15.50, eta=4.19, phi=2.62, mass=125.00
            H0 [25] (status=44) pt=14.19, eta=4.28, phi=2.76, mass=125.00
              H0 [25] (status=44) pt=14.19, eta=4.28, phi=2.76, mass=125.00
                H0 [25] (status=44) pt=14.62, eta=4.25, phi=2.74, mass=125.00
                  H0 [25] (status=62) pt=15.19, eta=4.22, phi=2.68, mass=125.00
                    35 [35] (status=22) pt=23.12, eta=3.25, phi=2.57, mass=60.00
                      gamma [22] (status=1) pt=18.94, eta=2.77, phi=-0.95, mass=0.00
                      gamma [22] (status=1) pt=41.25, eta=1.98, phi=2.40, mass=0.00
                    35 [35] (status=22) pt=8.22, eta=3.95, phi=-0.78, mass=60.00
                      b [5] (status=23) pt=28.75, eta=2.53, phi=-1.01, mass=0.00
                        b [5] (status=71) pt=25.06, eta=2.55, phi=-1.04, mass=0.00
                        B*~0 [-513] (status=2) pt=24.50, eta=2.55, phi=-1.01, mass=5.33
                          B~0 [-511] (status=2) pt=24.06, eta=2.55, phi=-1.01, mass=5.28
                            nu(e)~ [-12] (status=1) pt=7.56, eta=2.51, phi=-0.82, mass=0.00
                            e- [11] (status=1) pt=6.02, eta=2.37, phi=-1.01, mass=0.00
                            D*(2010)+ [413] (status=2) pt=10.72, eta=2.66, phi=-1.14, mass=2.01
                              D0 [421] (status=2) pt=10.03, eta=2.66, phi=-1.14, mass=0.00
                        B*+ [523] (status=2) pt=17.94, eta=1.29, phi=2.05, mass=5.33
                          B+ [521] (status=2) pt=17.94, eta=1.29, phi=2.05, mass=5.28
                            D(s)*+ [433] (status=2) pt=4.09, eta=1.29, phi=1.96, mass=2.11
                              D(s)+ [431] (status=2) pt=3.62, eta=1.32, phi=1.98, mass=1.97
                            D(2)*(2460)~0 [-425] (status=2) pt=13.84, eta=1.28, phi=2.07, mass=2.48
                              D- [-411] (status=2) pt=13.41, eta=1.29, phi=2.06, mass=0.00
                      b~ [-5] (status=23) pt=20.81, eta=1.29, phi=2.04, mass=0.00
                        b~ [-5] (status=71) pt=20.50, eta=1.29, phi=2.04, mass=0.00

Event 175
g [21] (status=21) pt=0.00, eta=23296.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=23296.00, phi=0.00, mass=125.00
    H0 [25] (status=44) pt=37.88, eta=3.29, phi=2.45, mass=125.00
      H0 [25] (status=44) pt=25.25, eta=3.70, phi=2.37, mass=125.00
        H0 [25] (status=44) pt=25.12, eta=3.71, phi=2.43, mass=125.00
          H0 [25] (status=44) pt=15.50, eta=4.19, phi=2.62, mass=125.00
            H0 [25] (status=44) pt=14.19, eta=4.28, phi=2.76, mass=125.00
              H0 [25] (status=44) pt=14.19, eta=4.28, phi=2.76, mass=125.00
                H0 [25] (status=44) pt=14.62, eta=4.25, phi=2.74, mass=125.00
                  H0 [25] (status=62) pt=15.19, eta=4.22, phi=2.68, mass=125.00
                    35 [35] (status=22) pt=23.12, eta=3.25, phi=2.57, mass=60.00
                      gamma [22] (status=1) pt=18.94, eta=2.77, phi=-0.95, mass=0.00
                      gamma [22] (status=1) pt=41.25, eta=1.98, phi=2.40, mass=0.00
                    35 [35] (status=22) pt=8.22, eta=3.95, phi=-0.78, mass=60.00
                      b [5] (status=23) pt=28.75, eta=2.53, phi=-1.01, mass=0.00
                        b [5] (status=71) pt=25.06, eta=2.55, phi=-1.04, mass=0.00
                        B*~0 [-513] (status=2) pt=24.50, eta=2.55, phi=-1.01, mass=5.33
                          B~0 [-511] (status=2) pt=24.06, eta=2.55, phi=-1.01, mass=5.28
                            nu(e)~ [-12] (status=1) pt=7.56, eta=2.51, phi=-0.82, mass=0.00
                            e- [11] (status=1) pt=6.02, eta=2.37, phi=-1.01, mass=0.00
                            D*(2010)+ [413] (status=2) pt=10.72, eta=2.66, phi=-1.14, mass=2.01
                              D0 [421] (status=2) pt=10.03, eta=2.66, phi=-1.14, mass=0.00
                        B*+ [523] (status=2) pt=17.94, eta=1.29, phi=2.05, mass=5.33
                          B+ [521] (status=2) pt=17.94, eta=1.29, phi=2.05, mass=5.28
                            D(s)*+ [433] (status=2) pt=4.09, eta=1.29, phi=1.96, mass=2.11
                              D(s)+ [431] (status=2) pt=3.62, eta=1.32, phi=1.98, mass=1.97
                            D(2)*(2460)~0 [-425] (status=2) pt=13.84, eta=1.28, phi=2.07, mass=2.48
                              D- [-411] (status=2) pt=13.41, eta=1.29, phi=2.06, mass=0.00
                      b~ [-5] (status=23) pt=20.81, eta=1.29, phi=2.04, mass=0.00
                        b~ [-5] (status=71) pt=20.50, eta=1.29, phi=2.04, mass=0.00

Event 176
g [21] (status=21) pt=0.00, eta=23104.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=40.50, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=10.28, eta=4.17, phi=1.64, mass=125.00
      H0 [25] (status=44) pt=6.17, eta=4.67, phi=0.74, mass=125.00
        H0 [25] (status=44) pt=3.12, eta=5.36, phi=1.59, mass=125.00
          H0 [25] (status=44) pt=3.08, eta=5.38, phi=1.61, mass=125.00
            H0 [25] (status=62) pt=3.50, eta=5.25, phi=1.80, mass=125.00
              35 [35] (status=22) pt=14.00, eta=3.35, phi=2.80, mass=60.00
                gamma [22] (status=1) pt=23.81, eta=1.86, phi=-0.48, mass=0.00
                gamma [22] (status=1) pt=37.75, eta=1.91, phi=2.71, mass=0.00
              35 [35] (status=22) pt=12.44, eta=3.06, phi=-0.11, mass=60.00
                b [5] (status=23) pt=23.12, eta=1.04, phi=-2.34, mass=0.00
                  b [5] (status=71) pt=21.75, eta=1.05, phi=-2.34, mass=0.00
                b~ [-5] (status=23) pt=32.25, eta=1.89, phi=0.50, mass=0.00
                  b~ [-5] (status=71) pt=30.50, eta=1.86, phi=0.44, mass=0.00
                  B*- [-523] (status=2) pt=21.25, eta=1.05, phi=-2.32, mass=5.33
                    B- [-521] (status=2) pt=20.94, eta=1.05, phi=-2.32, mass=5.28
                      D- [-411] (status=2) pt=6.66, eta=1.02, phi=-2.34, mass=0.00
                  B*0 [513] (status=2) pt=27.62, eta=1.86, phi=0.44, mass=5.33
                    B0 [511] (status=2) pt=27.44, eta=1.86, phi=0.44, mass=5.28
                      D(s)*+ [433] (status=2) pt=16.69, eta=1.85, phi=0.40, mass=2.11
                        D(s)+ [431] (status=2) pt=14.81, eta=1.86, phi=0.40, mass=1.97
                          pi0 [111] (status=2) pt=11.28, eta=1.83, phi=0.38, mass=0.00
                            gamma [22] (status=1) pt=10.94, eta=1.83, phi=0.38, mass=0.00
                      D- [-411] (status=2) pt=8.25, eta=1.92, phi=0.52, mass=0.00

Event 176
g [21] (status=21) pt=0.00, eta=23104.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=40.50, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=10.28, eta=4.17, phi=1.64, mass=125.00
      H0 [25] (status=44) pt=6.17, eta=4.67, phi=0.74, mass=125.00
        H0 [25] (status=44) pt=3.12, eta=5.36, phi=1.59, mass=125.00
          H0 [25] (status=44) pt=3.08, eta=5.38, phi=1.61, mass=125.00
            H0 [25] (status=62) pt=3.50, eta=5.25, phi=1.80, mass=125.00
              35 [35] (status=22) pt=14.00, eta=3.35, phi=2.80, mass=60.00
                gamma [22] (status=1) pt=23.81, eta=1.86, phi=-0.48, mass=0.00
                gamma [22] (status=1) pt=37.75, eta=1.91, phi=2.71, mass=0.00
              35 [35] (status=22) pt=12.44, eta=3.06, phi=-0.11, mass=60.00
                b [5] (status=23) pt=23.12, eta=1.04, phi=-2.34, mass=0.00
                  b [5] (status=71) pt=21.75, eta=1.05, phi=-2.34, mass=0.00
                b~ [-5] (status=23) pt=32.25, eta=1.89, phi=0.50, mass=0.00
                  b~ [-5] (status=71) pt=30.50, eta=1.86, phi=0.44, mass=0.00
                  B*- [-523] (status=2) pt=21.25, eta=1.05, phi=-2.32, mass=5.33
                    B- [-521] (status=2) pt=20.94, eta=1.05, phi=-2.32, mass=5.28
                      D- [-411] (status=2) pt=6.66, eta=1.02, phi=-2.34, mass=0.00
                  B*0 [513] (status=2) pt=27.62, eta=1.86, phi=0.44, mass=5.33
                    B0 [511] (status=2) pt=27.44, eta=1.86, phi=0.44, mass=5.28
                      D(s)*+ [433] (status=2) pt=16.69, eta=1.85, phi=0.40, mass=2.11
                        D(s)+ [431] (status=2) pt=14.81, eta=1.86, phi=0.40, mass=1.97
                          pi0 [111] (status=2) pt=11.28, eta=1.83, phi=0.38, mass=0.00
                            gamma [22] (status=1) pt=10.94, eta=1.83, phi=0.38, mass=0.00
                      D- [-411] (status=2) pt=8.25, eta=1.92, phi=0.52, mass=0.00

Event 177
g [21] (status=21) pt=0.00, eta=23680.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=41.50, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=52.62, eta=3.54, phi=0.49, mass=125.00
      H0 [25] (status=44) pt=53.38, eta=3.53, phi=0.49, mass=125.00
        H0 [25] (status=44) pt=37.88, eta=3.88, phi=0.70, mass=125.00
          H0 [25] (status=44) pt=47.88, eta=3.65, phi=0.67, mass=125.00
            H0 [25] (status=44) pt=47.50, eta=3.66, phi=0.68, mass=125.00
              H0 [25] (status=62) pt=50.12, eta=3.60, phi=0.70, mass=125.00
                35 [35] (status=22) pt=15.00, eta=3.80, phi=0.55, mass=60.00
                  gamma [22] (status=1) pt=18.06, eta=3.23, phi=-2.79, mass=0.00
                  gamma [22] (status=1) pt=32.88, eta=1.89, phi=0.44, mass=0.00
                35 [35] (status=22) pt=35.38, eta=3.50, phi=0.76, mass=60.00
                  b [5] (status=23) pt=27.25, eta=3.00, phi=-0.65, mass=0.00
                    b [5] (status=73) pt=26.56, eta=2.99, phi=-0.64, mass=0.00
                      b [5] (status=71) pt=26.56, eta=2.99, phi=-0.64, mass=0.00
                  b~ [-5] (status=23) pt=41.12, eta=2.73, phi=1.47, mass=0.00
                    b~ [-5] (status=73) pt=36.62, eta=2.70, phi=1.51, mass=0.00
                      b~ [-5] (status=71) pt=36.62, eta=2.70, phi=1.51, mass=0.00
                    B*- [-523] (status=2) pt=22.50, eta=2.98, phi=-0.63, mass=5.33
                      B- [-521] (status=2) pt=22.44, eta=2.98, phi=-0.63, mass=5.28
                        nu(mu)~ [-14] (status=1) pt=0.95, eta=2.59, phi=-0.31, mass=0.00
                        mu- [13] (status=1) pt=0.59, eta=3.40, phi=0.48, mass=0.00
                        D*(2007)0 [423] (status=2) pt=21.31, eta=2.97, phi=-0.67, mass=2.01
                          D0 [421] (status=2) pt=20.19, eta=2.97, phi=-0.67, mass=0.00
                    B+ [521] (status=2) pt=32.50, eta=2.72, phi=1.51, mass=5.28
                      D*(2007)0 [423] (status=2) pt=8.25, eta=2.82, phi=1.46, mass=2.01
                        D0 [421] (status=2) pt=7.66, eta=2.82, phi=1.45, mass=0.00
                      D*(2007)~0 [-423] (status=2) pt=20.06, eta=2.68, phi=1.52, mass=2.01
                        D~0 [-421] (status=2) pt=18.38, eta=2.67, phi=1.53, mass=0.00

Event 177
g [21] (status=21) pt=0.00, eta=23680.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=41.50, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=52.62, eta=3.54, phi=0.49, mass=125.00
      H0 [25] (status=44) pt=53.38, eta=3.53, phi=0.49, mass=125.00
        H0 [25] (status=44) pt=37.88, eta=3.88, phi=0.70, mass=125.00
          H0 [25] (status=44) pt=47.88, eta=3.65, phi=0.67, mass=125.00
            H0 [25] (status=44) pt=47.50, eta=3.66, phi=0.68, mass=125.00
              H0 [25] (status=62) pt=50.12, eta=3.60, phi=0.70, mass=125.00
                35 [35] (status=22) pt=15.00, eta=3.80, phi=0.55, mass=60.00
                  gamma [22] (status=1) pt=18.06, eta=3.23, phi=-2.79, mass=0.00
                  gamma [22] (status=1) pt=32.88, eta=1.89, phi=0.44, mass=0.00
                35 [35] (status=22) pt=35.38, eta=3.50, phi=0.76, mass=60.00
                  b [5] (status=23) pt=27.25, eta=3.00, phi=-0.65, mass=0.00
                    b [5] (status=73) pt=26.56, eta=2.99, phi=-0.64, mass=0.00
                      b [5] (status=71) pt=26.56, eta=2.99, phi=-0.64, mass=0.00
                  b~ [-5] (status=23) pt=41.12, eta=2.73, phi=1.47, mass=0.00
                    b~ [-5] (status=73) pt=36.62, eta=2.70, phi=1.51, mass=0.00
                      b~ [-5] (status=71) pt=36.62, eta=2.70, phi=1.51, mass=0.00
                    B*- [-523] (status=2) pt=22.50, eta=2.98, phi=-0.63, mass=5.33
                      B- [-521] (status=2) pt=22.44, eta=2.98, phi=-0.63, mass=5.28
                        nu(mu)~ [-14] (status=1) pt=0.95, eta=2.59, phi=-0.31, mass=0.00
                        mu- [13] (status=1) pt=0.59, eta=3.40, phi=0.48, mass=0.00
                        D*(2007)0 [423] (status=2) pt=21.31, eta=2.97, phi=-0.67, mass=2.01
                          D0 [421] (status=2) pt=20.19, eta=2.97, phi=-0.67, mass=0.00
                    B+ [521] (status=2) pt=32.50, eta=2.72, phi=1.51, mass=5.28
                      D*(2007)0 [423] (status=2) pt=8.25, eta=2.82, phi=1.46, mass=2.01
                        D0 [421] (status=2) pt=7.66, eta=2.82, phi=1.45, mass=0.00
                      D*(2007)~0 [-423] (status=2) pt=20.06, eta=2.68, phi=1.52, mass=2.01
                        D~0 [-421] (status=2) pt=18.38, eta=2.67, phi=1.53, mass=0.00

Event 178
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.62, phi=0.00, mass=125.00
    H0 [25] (status=44) pt=10.66, eta=-2.37, phi=-2.79, mass=125.00
      H0 [25] (status=44) pt=15.91, eta=-1.98, phi=-2.30, mass=125.00
        H0 [25] (status=44) pt=21.19, eta=-1.70, phi=-2.20, mass=125.00
          H0 [25] (status=44) pt=23.88, eta=-1.59, phi=-2.31, mass=125.00
            H0 [25] (status=44) pt=24.06, eta=-1.58, phi=-2.31, mass=125.00
              H0 [25] (status=44) pt=24.06, eta=-1.58, phi=-2.31, mass=125.00
                H0 [25] (status=62) pt=24.19, eta=-1.57, phi=-2.31, mass=125.00
                  35 [35] (status=22) pt=11.78, eta=-1.19, phi=2.59, mass=60.00
                    gamma [22] (status=1) pt=7.86, eta=1.66, phi=-0.17, mass=0.00
                    gamma [22] (status=1) pt=19.31, eta=-1.42, phi=2.73, mass=0.00
                  35 [35] (status=22) pt=24.94, eta=-1.21, phi=-1.83, mass=60.00
                    b [5] (status=23) pt=36.12, eta=-0.19, phi=-1.20, mass=0.00
                      b [5] (status=71) pt=14.19, eta=0.21, phi=-1.75, mass=0.00
                      B*~0 [-513] (status=2) pt=12.94, eta=0.16, phi=-1.73, mass=5.33
                        B~0 [-511] (status=2) pt=12.78, eta=0.16, phi=-1.73, mass=5.28
                          D*(2010)+ [413] (status=2) pt=5.59, eta=0.18, phi=-1.86, mass=2.01
                            D0 [421] (status=2) pt=5.14, eta=0.17, phi=-1.87, mass=0.00
                      Lambda(b)~0 [-5122] (status=2) pt=11.81, eta=-1.45, phi=2.54, mass=5.62
                        Lambda(c)~- [-4122] (status=2) pt=4.86, eta=-1.32, phi=2.38, mass=2.29
                    b~ [-5] (status=23) pt=21.56, eta=-1.17, phi=2.69, mass=0.00
                      b~ [-5] (status=71) pt=12.22, eta=-1.45, phi=2.48, mass=0.00

Event 178
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.62, phi=0.00, mass=125.00
    H0 [25] (status=44) pt=10.66, eta=-2.37, phi=-2.79, mass=125.00
      H0 [25] (status=44) pt=15.91, eta=-1.98, phi=-2.30, mass=125.00
        H0 [25] (status=44) pt=21.19, eta=-1.70, phi=-2.20, mass=125.00
          H0 [25] (status=44) pt=23.88, eta=-1.59, phi=-2.31, mass=125.00
            H0 [25] (status=44) pt=24.06, eta=-1.58, phi=-2.31, mass=125.00
              H0 [25] (status=44) pt=24.06, eta=-1.58, phi=-2.31, mass=125.00
                H0 [25] (status=62) pt=24.19, eta=-1.57, phi=-2.31, mass=125.00
                  35 [35] (status=22) pt=11.78, eta=-1.19, phi=2.59, mass=60.00
                    gamma [22] (status=1) pt=7.86, eta=1.66, phi=-0.17, mass=0.00
                    gamma [22] (status=1) pt=19.31, eta=-1.42, phi=2.73, mass=0.00
                  35 [35] (status=22) pt=24.94, eta=-1.21, phi=-1.83, mass=60.00
                    b [5] (status=23) pt=36.12, eta=-0.19, phi=-1.20, mass=0.00
                      b [5] (status=71) pt=14.19, eta=0.21, phi=-1.75, mass=0.00
                      B*~0 [-513] (status=2) pt=12.94, eta=0.16, phi=-1.73, mass=5.33
                        B~0 [-511] (status=2) pt=12.78, eta=0.16, phi=-1.73, mass=5.28
                          D*(2010)+ [413] (status=2) pt=5.59, eta=0.18, phi=-1.86, mass=2.01
                            D0 [421] (status=2) pt=5.14, eta=0.17, phi=-1.87, mass=0.00
                      Lambda(b)~0 [-5122] (status=2) pt=11.81, eta=-1.45, phi=2.54, mass=5.62
                        Lambda(c)~- [-4122] (status=2) pt=4.86, eta=-1.32, phi=2.38, mass=2.29
                    b~ [-5] (status=23) pt=21.56, eta=-1.17, phi=2.69, mass=0.00
                      b~ [-5] (status=71) pt=12.22, eta=-1.45, phi=2.48, mass=0.00

Event 179
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.88, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=13.47, eta=-2.95, phi=2.61, mass=125.00
      H0 [25] (status=44) pt=20.31, eta=-2.58, phi=2.66, mass=125.00
        H0 [25] (status=44) pt=18.56, eta=-2.68, phi=2.41, mass=125.00
          H0 [25] (status=44) pt=19.56, eta=-2.62, phi=2.35, mass=125.00
            H0 [25] (status=62) pt=21.62, eta=-2.53, phi=2.42, mass=125.00
              35 [35] (status=22) pt=7.97, eta=-3.12, phi=1.79, mass=60.00
                gamma [22] (status=1) pt=30.69, eta=-1.31, phi=3.06, mass=0.00
                gamma [22] (status=1) pt=29.38, eta=-1.07, phi=0.18, mass=0.00
              35 [35] (status=22) pt=15.94, eta=-1.75, phi=2.72, mass=60.00
                b [5] (status=23) pt=19.88, eta=-0.06, phi=-0.03, mass=0.00
                  b [5] (status=71) pt=13.84, eta=-0.39, phi=-0.04, mass=0.00
                  B*~0 [-513] (status=2) pt=11.84, eta=-0.37, phi=-0.01, mass=5.33
                    B~0 [-511] (status=2) pt=11.69, eta=-0.37, phi=-0.01, mass=5.28
                      D*(2010)+ [413] (status=2) pt=5.16, eta=-0.20, phi=0.13, mass=2.01
                        D0 [421] (status=2) pt=4.86, eta=-0.20, phi=0.13, mass=0.00
                  Xi(b)~+ [-5132] (status=2) pt=30.62, eta=-1.04, phi=2.93, mass=5.80
                    Lambda(c)~- [-4122] (status=2) pt=11.88, eta=-1.02, phi=2.91, mass=2.29
                b~ [-5] (status=23) pt=35.12, eta=-1.04, phi=2.94, mass=0.00
                  b~ [-5] (status=71) pt=33.12, eta=-1.04, phi=2.94, mass=0.00

Event 179
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-38.88, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=13.47, eta=-2.95, phi=2.61, mass=125.00
      H0 [25] (status=44) pt=20.31, eta=-2.58, phi=2.66, mass=125.00
        H0 [25] (status=44) pt=18.56, eta=-2.68, phi=2.41, mass=125.00
          H0 [25] (status=44) pt=19.56, eta=-2.62, phi=2.35, mass=125.00
            H0 [25] (status=62) pt=21.62, eta=-2.53, phi=2.42, mass=125.00
              35 [35] (status=22) pt=7.97, eta=-3.12, phi=1.79, mass=60.00
                gamma [22] (status=1) pt=30.69, eta=-1.31, phi=3.06, mass=0.00
                gamma [22] (status=1) pt=29.38, eta=-1.07, phi=0.18, mass=0.00
              35 [35] (status=22) pt=15.94, eta=-1.75, phi=2.72, mass=60.00
                b [5] (status=23) pt=19.88, eta=-0.06, phi=-0.03, mass=0.00
                  b [5] (status=71) pt=13.84, eta=-0.39, phi=-0.04, mass=0.00
                  B*~0 [-513] (status=2) pt=11.84, eta=-0.37, phi=-0.01, mass=5.33
                    B~0 [-511] (status=2) pt=11.69, eta=-0.37, phi=-0.01, mass=5.28
                      D*(2010)+ [413] (status=2) pt=5.16, eta=-0.20, phi=0.13, mass=2.01
                        D0 [421] (status=2) pt=4.86, eta=-0.20, phi=0.13, mass=0.00
                  Xi(b)~+ [-5132] (status=2) pt=30.62, eta=-1.04, phi=2.93, mass=5.80
                    Lambda(c)~- [-4122] (status=2) pt=11.88, eta=-1.02, phi=2.91, mass=2.29
                b~ [-5] (status=23) pt=35.12, eta=-1.04, phi=2.94, mass=0.00
                  b~ [-5] (status=71) pt=33.12, eta=-1.04, phi=2.94, mass=0.00

Event 180
g [21] (status=21) pt=0.00, eta=23104.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=484.00, eta=-0.89, phi=0.71, mass=125.00
    H0 [25] (status=44) pt=442.00, eta=-0.62, phi=0.58, mass=125.00
      H0 [25] (status=44) pt=417.00, eta=-0.69, phi=0.63, mass=125.00
        H0 [25] (status=44) pt=405.00, eta=-0.66, phi=0.62, mass=125.00
          H0 [25] (status=44) pt=404.00, eta=-0.66, phi=0.61, mass=125.00
            H0 [25] (status=44) pt=404.00, eta=-0.66, phi=0.61, mass=125.00
              H0 [25] (status=62) pt=404.00, eta=-0.66, phi=0.61, mass=125.00
                35 [35] (status=22) pt=150.00, eta=-0.73, phi=0.60, mass=60.00
                  gamma [22] (status=1) pt=5.94, eta=-1.54, phi=-1.53, mass=0.00
                  gamma [22] (status=1) pt=153.00, eta=-0.65, phi=0.63, mass=0.00
                35 [35] (status=22) pt=254.00, eta=-0.62, phi=0.62, mass=60.00
                  b [5] (status=23) pt=155.50, eta=-0.78, phi=0.67, mass=0.00
                    b [5] (status=71) pt=137.50, eta=-0.78, phi=0.67, mass=0.00
                  b~ [-5] (status=23) pt=99.00, eta=-0.33, phi=0.54, mass=0.00
                    b~ [-5] (status=52) pt=65.00, eta=-0.28, phi=0.54, mass=0.00
                    B*0 [513] (status=2) pt=63.00, eta=-0.28, phi=0.55, mass=5.33
                      B0 [511] (status=2) pt=62.25, eta=-0.28, phi=0.55, mass=5.28
                        D*(2010)- [-413] (status=2) pt=19.69, eta=-0.29, phi=0.56, mass=2.01
                          D- [-411] (status=2) pt=17.94, eta=-0.29, phi=0.56, mass=0.00
                    g [21] (status=71) pt=25.12, eta=-0.66, phi=0.50, mass=0.00
                    B*- [-523] (status=2) pt=125.75, eta=-0.79, phi=0.67, mass=5.33
                      B- [-521] (status=2) pt=124.75, eta=-0.79, phi=0.67, mass=5.28
                        pi0 [111] (status=2) pt=42.25, eta=-0.77, phi=0.67, mass=0.00
                          gamma [22] (status=1) pt=24.44, eta=-0.77, phi=0.67, mass=0.00
                          gamma [22] (status=1) pt=17.88, eta=-0.76, phi=0.68, mass=0.00
